"","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring"
"2120",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,482,"Leaves","Initial growth (forbs)",2017,6,12,163,2457917,-9999,2017,7,10,191,2457945,6,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2121",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,482,"Leaves","Initial growth (forbs)",2017,7,18,199,2457953,2,2017,8,7,219,2457973,13,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2122",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,488,"Leaves","Leaves (forbs)",2017,6,12,163,2457917,-9999,2017,10,7,280,2458034,-9999,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2123",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,500,"Flowers","Flowers or flower buds",2017,7,31,212,2457966,13,2017,9,8,251,2458005,16,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2124",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,501,"Flowers","Open flowers",2017,7,31,212,2457966,13,2017,9,8,251,2458005,16,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2125",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,504,"Fruits","Recent fruit or seed drop",2017,10,7,280,2458034,13,2017,10,7,280,2458034,-9999,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2126",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,516,"Fruits","Fruits",2017,9,8,251,2458005,19,2017,10,7,280,2458034,-9999,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85
"2127",20127,"backyard",40.306683,-80.121994,306,"PA",931,"Monarda","fistulosa","wild bergamot","Plantae",84471,482,"Leaves","Initial growth (forbs)",2017,4,9,99,2457853,-9999,2017,4,9,99,2457853,-9999,"-9999",469,293,268,367,15.92,7.86,-2.13,5.28,27.3,20.1,6.76,16.98
"2128",20127,"backyard",40.306683,-80.121994,306,"PA",931,"Monarda","fistulosa","wild bergamot","Plantae",84471,488,"Leaves","Leaves (forbs)",2017,4,9,99,2457853,-9999,2017,4,9,99,2457853,-9999,"-9999",469,293,268,367,15.92,7.86,-2.13,5.28,27.3,20.1,6.76,16.98
"2129",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,390,"Fruits","Ripe fruits",2017,8,15,227,2457981,5,2017,11,16,320,2458074,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2130",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,482,"Leaves","Initial growth (forbs)",2017,2,23,54,2457808,-9999,2017,4,20,110,2457864,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2131",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,488,"Leaves","Leaves (forbs)",2017,3,2,61,2457815,7,2017,5,25,145,2457899,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2132",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,500,"Flowers","Flowers or flower buds",2017,7,6,187,2457941,9,2017,8,3,215,2457969,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2133",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,501,"Flowers","Open flowers",2017,7,6,187,2457941,-9999,2017,8,15,227,2457981,9,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2134",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,504,"Fruits","Recent fruit or seed drop",2017,8,24,236,2457990,9,2017,11,16,320,2458074,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2135",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,516,"Fruits","Fruits",2017,7,25,206,2457960,7,2017,11,16,320,2458074,-9999,"-9999",317,271,270,365,16.67,9.21,-2.37,5.24,26.79,19.42,5.21,15.28
"2136",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,390,"Fruits","Ripe fruits",2017,6,4,155,2457909,4,2017,6,18,169,2457923,3,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2137",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,482,"Leaves","Initial growth (forbs)",2017,3,1,60,2457814,3,2017,3,1,60,2457814,4,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2138",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,488,"Leaves","Leaves (forbs)",2017,1,1,1,2457755,-9999,2017,7,9,190,2457944,3,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2139",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,500,"Flowers","Flowers or flower buds",2017,4,26,116,2457870,3,2017,5,21,141,2457895,4,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2140",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,501,"Flowers","Open flowers",2017,4,30,120,2457874,4,2017,5,21,141,2457895,4,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2141",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87567,516,"Fruits","Fruits",2017,5,10,130,2457884,3,2017,6,18,169,2457923,3,"-9999",369,136,312,354,22.15,14.64,6.67,13.01,32.19,27.63,17.74,25.77
"2142",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,390,"Fruits","Ripe fruits",2017,1,11,11,2457765,3,2017,1,15,15,2457769,7,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2143",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,390,"Fruits","Ripe fruits",2017,6,14,165,2457919,10,2017,6,21,172,2457926,2,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2144",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,488,"Leaves","Leaves (forbs)",2017,1,1,1,2457755,-9999,2017,1,1,1,2457755,3,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2145",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,488,"Leaves","Leaves (forbs)",2017,3,11,70,2457824,3,2017,6,23,174,2457928,9,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2146",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,500,"Flowers","Flowers or flower buds",2017,1,1,1,2457755,-9999,2017,1,1,1,2457755,3,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2147",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,500,"Flowers","Flowers or flower buds",2017,5,10,130,2457884,3,2017,5,28,148,2457902,3,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2148",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,501,"Flowers","Open flowers",2017,5,21,141,2457895,4,2017,5,21,141,2457895,4,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2149",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,516,"Fruits","Fruits",2017,1,8,8,2457762,4,2017,1,15,15,2457769,7,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2150",19661,"KHS garden",32.386261,-94.875771,107,"TX",203,"Helianthus","annuus","common sunflower","Plantae",87703,516,"Fruits","Fruits",2017,5,28,148,2457902,3,2017,6,18,169,2457923,3,"-9999",364.7,129.7,298.07,356.85,22.15,14.6,6.68,13.03,32.18,27.5,17.78,25.78
"2151",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,482,"Leaves","Initial growth (forbs)",2017,3,22,81,2457835,7,2017,4,17,107,2457861,-9999,"-9999",1,334,1542,298,13.09,9.7,5.22,7.97,27.86,23.34,14.84,21.47
"2152",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,488,"Leaves","Leaves (forbs)",2017,4,6,96,2457850,12,2017,6,12,163,2457917,-9999,"-9999",1,334,1542,298,13.09,9.7,5.22,7.97,27.86,23.34,14.84,21.47
"2153",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,500,"Flowers","Flowers or flower buds",2017,6,2,153,2457907,46,2017,6,12,163,2457917,-9999,"-9999",1,334,1542,298,13.09,9.7,5.22,7.97,27.86,23.34,14.84,21.47
"2154",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,501,"Flowers","Open flowers",2017,6,2,153,2457907,46,2017,6,12,163,2457917,-9999,"-9999",1,334,1542,298,13.09,9.7,5.22,7.97,27.86,23.34,14.84,21.47
"2155",17731,"Happy Valley",42.020794,-74.243362,254,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",90494,482,"Leaves","Initial growth (forbs)",2017,5,23,143,2457897,14,2017,5,23,143,2457897,16,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2156",17731,"Happy Valley",42.020794,-74.243362,254,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",90494,482,"Leaves","Initial growth (forbs)",2017,7,3,184,2457938,25,2017,7,3,184,2457938,12,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2157",17731,"Happy Valley",42.020794,-74.243362,254,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",90494,488,"Leaves","Leaves (forbs)",2017,5,23,143,2457897,14,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2158",17731,"Happy Valley",42.020794,-74.243362,254,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",90494,500,"Flowers","Flowers or flower buds",2017,7,3,184,2457938,25,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2159",17731,"Happy Valley",42.020794,-74.243362,254,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",90494,501,"Flowers","Open flowers",2017,7,15,196,2457950,12,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2160",17731,"Happy Valley",42.020794,-74.243362,254,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",90495,482,"Leaves","Initial growth (forbs)",2017,5,9,129,2457883,28,2017,5,9,129,2457883,14,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2161",17731,"Happy Valley",42.020794,-74.243362,254,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",90495,488,"Leaves","Leaves (forbs)",2017,5,9,129,2457883,28,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2162",17731,"Happy Valley",42.020794,-74.243362,254,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",90495,500,"Flowers","Flowers or flower buds",2017,6,8,159,2457913,16,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2163",17731,"Happy Valley",42.020794,-74.243362,254,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",90495,501,"Flowers","Open flowers",2017,7,3,184,2457938,25,2017,7,15,196,2457950,-9999,"-9999",351,232,292,432,13.33,4.77,-5.85,1.55,25.49,17.3,3.92,13.18
"2164",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94779,488,"Leaves","Leaves (forbs)",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2165",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94779,500,"Flowers","Flowers or flower buds",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2166",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94779,501,"Flowers","Open flowers",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2167",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94780,488,"Leaves","Leaves (forbs)",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2168",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94780,500,"Flowers","Flowers or flower buds",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2169",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94780,501,"Flowers","Open flowers",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2170",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94781,488,"Leaves","Leaves (forbs)",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2171",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94781,500,"Flowers","Flowers or flower buds",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2172",21639,"Courtyard Phenology Walk",41.724197,-74.075989,114,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",94781,501,"Flowers","Open flowers",2017,8,16,228,2457982,-9999,2017,8,16,228,2457982,-9999,"-9999",290,271,281,395,14.59,5.89,-4.52,2.83,26.79,18.33,5.02,14.43
"2173",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,390,"Fruits","Ripe fruits",2017,11,6,310,2458064,21,2017,11,6,310,2458064,28,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2174",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,467,"Leaves","Increasing leaf size",2017,9,13,256,2458010,-9999,2017,9,13,256,2458010,12,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2175",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,471,"Leaves","Falling leaves",2017,9,13,256,2458010,-9999,2017,9,25,268,2458022,7,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2176",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,471,"Leaves","Falling leaves",2017,10,16,289,2458043,14,2017,12,4,338,2458092,-9999,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2177",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,483,"Leaves","Leaves",2017,9,13,256,2458010,-9999,2017,12,4,338,2458092,-9999,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2178",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,498,"Leaves","Colored leaves",2017,9,13,256,2458010,-9999,2017,11,6,310,2458064,28,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2179",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,500,"Flowers","Flowers or flower buds",2017,9,13,256,2458010,-9999,2017,10,16,289,2458043,21,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2180",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,500,"Flowers","Flowers or flower buds",2017,12,4,338,2458092,28,2017,12,4,338,2458092,-9999,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2181",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,504,"Fruits","Recent fruit or seed drop",2017,12,4,338,2458092,28,2017,12,4,338,2458092,-9999,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2182",21924,"Middle School",40.728649,-73.220848,0,"NY",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",96608,516,"Fruits","Fruits",2017,11,6,310,2458064,21,2017,11,6,310,2458064,28,"-9999",246,251,286,382,18.13,10.22,-0.64,5.74,26.4,18.89,6.79,14.05
"2183",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,371,"Leaves","Breaking leaf buds",2017,4,20,110,2457864,7,2017,4,27,117,2457871,18,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2184",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,390,"Fruits","Ripe fruits",2017,1,12,12,2457766,-9999,2017,2,16,47,2457801,7,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2185",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,467,"Leaves","Increasing leaf size",2017,4,20,110,2457864,7,2017,4,27,117,2457871,18,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2186",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,483,"Leaves","Leaves",2017,4,20,110,2457864,7,2017,5,30,150,2457904,-9999,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2187",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,500,"Flowers","Flowers or flower buds",2017,5,15,135,2457889,18,2017,5,30,150,2457904,-9999,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2188",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,504,"Fruits","Recent fruit or seed drop",2017,1,12,12,2457766,-9999,2017,1,28,28,2457782,5,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2189",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",99563,516,"Fruits","Fruits",2017,1,12,12,2457766,-9999,2017,2,16,47,2457801,7,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2190",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,371,"Leaves","Breaking leaf buds",2017,4,13,103,2457857,7,2017,4,27,117,2457871,7,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2191",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,390,"Fruits","Ripe fruits",2017,1,12,12,2457766,-9999,2017,2,16,47,2457801,7,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2192",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,467,"Leaves","Increasing leaf size",2017,4,20,110,2457864,7,2017,5,4,124,2457878,11,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2193",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,483,"Leaves","Leaves",2017,4,20,110,2457864,7,2017,5,15,135,2457889,15,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2194",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,500,"Flowers","Flowers or flower buds",2017,5,15,135,2457889,11,2017,5,30,150,2457904,-9999,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2195",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,504,"Fruits","Recent fruit or seed drop",2017,1,12,12,2457766,-9999,2017,1,28,28,2457782,5,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2196",17061,"JMNR",35.074306,-92.462051,89,"AR",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",100686,516,"Fruits","Fruits",2017,1,12,12,2457766,-9999,2017,2,16,47,2457801,7,"-9999",392,177,238,574,20.22,11.83,1.54,10.22,31.46,25.96,13.35,23.47
"2197",17062,"Farm",35.27227,-92.317642,139,"AR",204,"Liatris","aspera","tall blazing star","Plantae",103620,488,"Leaves","Leaves (forbs)",2017,3,31,90,2457844,-9999,2017,3,31,90,2457844,-9999,"-9999",399,203,188,562,19.92,11.67,1.2,9.97,30.91,25.43,12.78,22.79
"2198",16696,"Yard",44.65258,-93.632935,281,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",103984,482,"Leaves","Initial growth (forbs)",2017,4,13,103,2457857,-9999,2017,4,13,103,2457857,5,"-9999",344,253,92,271,14.79,6.18,-9.8,2.2,26.55,16.47,-1.29,12.76
"2199",16696,"Yard",44.65258,-93.632935,281,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",103984,488,"Leaves","Leaves (forbs)",2017,4,18,108,2457862,5,2017,7,5,186,2457940,-9999,"-9999",344,253,92,271,14.79,6.18,-9.8,2.2,26.55,16.47,-1.29,12.76
"2200",16696,"Yard",44.65258,-93.632935,281,"MN",931,"Monarda","fistulosa","wild bergamot","Plantae",103984,500,"Flowers","Flowers or flower buds",2017,7,5,186,2457940,30,2017,7,5,186,2457940,-9999,"-9999",344,253,92,271,14.79,6.18,-9.8,2.2,26.55,16.47,-1.29,12.76
"2201",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2017,8,27,239,2457993,5,2017,8,27,239,2457993,2,"-9999",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76
"2202",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2017,8,31,243,2457997,2,2017,9,5,248,2458002,2,"MultiObserver-StatusConflict",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76
"2203",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2017,9,10,253,2458007,3,2017,9,10,253,2458007,1,"-9999",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76
"2204",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2017,9,13,256,2458010,2,2017,10,30,303,2458057,3,"MultiObserver-StatusConflict",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76
"2205",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,482,"Leaves","Initial growth (forbs)",2017,4,20,110,2457864,2,2017,4,25,115,2457869,2,"-9999",306,230,247,394,14.98,6.11,-4.11,3.14,27.13,18.68,5.37,14.76
