"","ind_pp_year","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring","year","peak_onset_doy","peak_end_doy","peak_duration","discontinuous_peak"
"998","246763_390_2020",40259,"Kachina Village",35.098419,-111.688858,2082,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246763,390,"Fruits","Ripe fruits",2020,9,16,260,2459109,2,2020,10,16,290,2459139,-9999,"-9999",58.89,193.55,115.06,157.44,10.85,1.52,-5.46,0.97,29.22,18.53,8.33,17.01,2020,281,281,1,NA
"999","246763_501_2020",40259,"Kachina Village",35.098419,-111.688858,2082,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246763,501,"Flowers","Open flowers",2020,8,27,240,2459089,-9999,2020,9,25,269,2459118,3,"-9999",58.89,193.55,115.06,157.44,10.85,1.52,-5.46,0.97,29.22,18.53,8.33,17.01,2020,260,279,20,1
"1000","246764_501_2020",40260,"AZ Trail",35.188366,-111.643417,2098,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246764,501,"Flowers","Open flowers",2020,8,31,244,2459093,-9999,2020,9,4,248,2459097,-9999,"-9999",73.81,142.37,82.53,123.85,10.61,0.79,-6.24,0.67,29.1,18.25,7.98,17.02,2020,244,248,5,NA
"1001","246765_501_2020",40247,"Urban trial 2",35.186127,-111.647659,2088,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246765,501,"Flowers","Open flowers",2020,8,28,241,2459090,-9999,2020,9,18,262,2459111,3,"-9999",79.1,143.23,85.12,126.84,10.5,0.71,-6.27,0.59,28.99,18.19,7.94,16.92,NA,NA,NA,NA,NA
"1002","246770_390_2020",40265,"NAU sbs",35.179531,-111.656219,2093,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246770,390,"Fruits","Ripe fruits",2020,9,1,245,2459094,-9999,2020,9,16,260,2459109,1,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,246,252,7,1
"1003","246770_501_2020",40265,"NAU sbs",35.179531,-111.656219,2093,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246770,501,"Flowers","Open flowers",2020,8,27,240,2459089,-9999,2020,9,24,268,2459117,5,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,246,259,14,NA
"1004","246771_390_2020",40265,"NAU sbs",35.179531,-111.656219,2093,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246771,390,"Fruits","Ripe fruits",2020,9,1,245,2459094,-9999,2020,10,1,275,2459124,5,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,246,253,8,NA
"1005","246771_501_2020",40265,"NAU sbs",35.179531,-111.656219,2093,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246771,501,"Flowers","Open flowers",2020,8,27,240,2459089,-9999,2020,10,14,288,2459137,1,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,261,261,1,NA
"1006","246774_501_2020",40236,"Fort Valley",35.232811,-111.661888,2154,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246774,501,"Flowers","Open flowers",2020,9,16,260,2459109,-9999,2020,9,16,260,2459109,-9999,"-9999",116.11,131.03,80.31,100.52,10.29,0.36,-6.59,0.39,28.53,17.77,7.6,16.62,2020,260,260,1,NA
"1007","246775_501_2020",40237,"Fort Valley sunflower",35.232857,-111.661598,2154,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246775,501,"Flowers","Open flowers",2020,8,25,238,2459087,-9999,2020,9,29,273,2459122,1,"-9999",116.11,131.03,80.31,100.52,10.29,0.36,-6.59,0.39,28.53,17.77,7.6,16.62,2020,238,260,23,NA
"1008","246784_390_2020",40272,"Sunflower Site",35.181618,-111.67112,2116,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246784,390,"Fruits","Ripe fruits",2020,8,28,241,2459090,-9999,2020,10,16,290,2459139,-9999,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,272,290,19,NA
"1009","246784_501_2020",40272,"Sunflower Site",35.181618,-111.67112,2116,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246784,501,"Flowers","Open flowers",2020,8,28,241,2459090,-9999,2020,10,16,290,2459139,-9999,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,255,290,36,NA
"1010","246785_390_2020",40272,"Sunflower Site",35.181618,-111.67112,2116,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246785,390,"Fruits","Ripe fruits",2020,9,14,258,2459107,3,2020,10,16,290,2459139,-9999,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,276,290,15,NA
"1011","246785_501_2020",40272,"Sunflower Site",35.181618,-111.67112,2116,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246785,501,"Flowers","Open flowers",2020,8,28,241,2459090,-9999,2020,10,16,290,2459139,-9999,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,258,290,33,NA
"1012","246966_501_2020",40304,"Flagstaff Urban Trails",35.179699,-111.6698,2109,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",246966,501,"Flowers","Open flowers",2020,8,31,244,2459093,3,2020,10,16,290,2459139,-9999,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,251,276,26,1
"1013","247888_501_2021",40274,"Front Garden",39.814758,-86.251427,230,"IN",781,"Acer","saccharinum","silver maple","Plantae",247888,501,"Flowers","Open flowers",2021,3,17,76,2459291,40,2021,3,30,89,2459304,-9999,"-9999",395.77,253.66,139.02,294.15,18.22,7.11,-5.1,5.27,28.99,18.75,2.81,17.96,2021,89,89,1,NA
"1014","248098_501_2020",40586,"Grand Forks Greenway Lincoln Drive Park",47.910019,-97.023216,251,"ND",207,"Symphyotrichum","ericoides","white heath aster","Plantae",248098,501,"Flowers","Open flowers",2020,9,13,257,2459106,-9999,2020,9,27,271,2459120,8,"-9999",340.18,359.42,69.39,86.03,14.52,0.94,-17.69,-2.48,27.4,9.22,-6.79,9.27,2020,257,257,1,NA
"1015","248335_501_2020",40719,"home",39.655876,-79.951454,338,"WV",186,"Solidago","missouriensis","Missouri goldenrod","Plantae",248335,501,"Flowers","Open flowers",2020,10,5,279,2459128,-9999,2020,10,5,279,2459128,-9999,"-9999",219.27,230.34,376.05,331.15,16.42,6.29,-2.35,4.4,29.12,19.3,7.33,16.63,2020,279,279,1,NA
"1016","249327_501_2020",40919,"mccord park",33.162971,-96.892075,164,"TX",203,"Helianthus","annuus","common sunflower","Plantae",249327,501,"Flowers","Open flowers",2020,9,24,268,2459117,-9999,2020,9,24,268,2459117,-9999,"-9999",385.15,236.13,210.31,446.96,22.98,12.87,3.23,12.95,34.52,25.57,15.22,24.63,2020,268,268,1,NA
"1017","250465_390_2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,277,338,62,NA
"1018","250465_501_2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,277,338,62,NA
"1019","250651_390_2020",41278,"Flowers Jr.",35.185982,-111.662788,2105,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",250651,390,"Fruits","Ripe fruits",2020,9,29,273,2459122,-9999,2020,10,16,290,2459139,-9999,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,273,290,18,1
"1020","250651_501_2020",41278,"Flowers Jr.",35.185982,-111.662788,2105,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",250651,501,"Flowers","Open flowers",2020,9,29,273,2459122,-9999,2020,10,2,276,2459125,2,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,287,287,1,NA
"1021","250652_390_2020",41278,"Flowers Jr.",35.185982,-111.662788,2105,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",250652,390,"Fruits","Ripe fruits",2020,10,9,283,2459132,3,2020,10,16,290,2459139,-9999,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,285,290,6,NA
"1022","250652_501_2020",41278,"Flowers Jr.",35.185982,-111.662788,2105,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",250652,501,"Flowers","Open flowers",2020,10,2,276,2459125,3,2020,10,6,280,2459129,3,"-9999",83.17,142.19,88.96,126.53,10.44,0.67,-6.27,0.54,28.97,18.19,7.96,16.9,2020,276,280,5,NA
"1023","251704_501_2020",40445,"Giographic  ",33.55117,-112.148468,362,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",251704,501,"Flowers","Open flowers",2020,9,22,266,2459115,-9999,2020,9,22,266,2459115,7,"-9999",1.37,119.65,81.57,67.48,27.02,16.35,6.58,14.91,42.22,31,19.57,30.33,2020,259,259,1,NA
"1024","251721_390_2020",41198,"Yard",43.574486,-88.883881,275,"WI",781,"Acer","saccharinum","silver maple","Plantae",251721,390,"Fruits","Ripe fruits",2020,10,1,275,2459124,-9999,2020,10,6,280,2459129,4,"-9999",409.91,439.76,116.33,269.27,15.33,3.79,-8.86,1.97,27.52,12.66,0.3,12.68,2020,275,280,6,NA
"1025","251872_501_2021",41426,"Home",38.654652,-90.347107,172,"MO",197,"Asclepias","incarnata","swamp milkweed","Plantae",251872,501,"Flowers","Open flowers",2021,6,21,172,2459387,14,2021,7,3,184,2459399,-9999,"-9999",404.15,233.03,177.88,294.37,19.46,7.7,-4.74,7.5,30.64,20.15,4.63,19.3,2021,172,184,13,NA
"1026","251873_390_2020",41426,"Home",38.654652,-90.347107,172,"MO",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",251873,390,"Fruits","Ripe fruits",2020,10,15,289,2459138,-9999,2020,10,15,289,2459138,14,"-9999",398.7,250.06,281.55,380.13,19.19,8.08,-2.5,7.12,30.5,19.66,7.26,18.44,2020,289,289,1,NA
"1027","251873_501_2021",41426,"Home",38.654652,-90.347107,172,"MO",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",251873,501,"Flowers","Open flowers",2021,6,21,172,2459387,14,2021,7,3,184,2459399,-9999,"-9999",404.15,233.03,177.88,294.37,19.46,7.7,-4.74,7.5,30.64,20.15,4.63,19.3,2021,184,184,1,NA
"1028","2520_390_2011",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,390,"Fruits","Ripe fruits",2011,8,5,217,2455779,13,2011,8,5,217,2455779,29,"-9999",266,141,214,342,20.54,10.12,-1.56,9.74,33.39,24.32,10.76,23.31,NA,NA,NA,NA,NA
"1029","2520_390_2012",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,390,"Fruits","Ripe fruits",2012,9,26,270,2456197,23,2012,9,26,270,2456197,27,"-9999",355,262,192,251,19.82,9.92,2.27,12.24,31.25,22.66,14.46,25.22,NA,NA,NA,NA,NA
"1030","2520_390_2013",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,390,"Fruits","Ripe fruits",2013,9,5,248,2456541,115,2013,11,3,307,2456600,7,"-9999",673,127,381,397,20.15,9.93,2.72,8.13,29.64,22.48,13.75,20.72,2013,248,248,1,NA
"1031","2520_501_2011",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,501,"Flowers","Open flowers",2011,6,11,162,2455724,21,2011,9,3,246,2455808,33,"-9999",266,141,214,342,20.54,10.12,-1.56,9.74,33.39,24.32,10.76,23.31,NA,NA,NA,NA,NA
"1032","2520_501_2013",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,501,"Flowers","Open flowers",2013,9,5,248,2456541,115,2013,9,5,248,2456541,55,"-9999",673,127,381,397,20.15,9.93,2.72,8.13,29.64,22.48,13.75,20.72,NA,NA,NA,NA,NA
"1033","252437_390_2020",40749,"school",35.533676,-98.705658,515,"OK",781,"Acer","saccharinum","silver maple","Plantae",252437,390,"Fruits","Ripe fruits",2020,10,15,289,2459138,-9999,2020,12,1,336,2459185,-9999,"-9999",156.81,156.67,118.75,187.32,20.13,9.06,-1.45,8.6,33.94,22.46,11.74,21.89,2020,311,323,13,NA
"1034","253508_501_2020",40304,"Flagstaff Urban Trails",35.179699,-111.6698,2109,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",253508,501,"Flowers","Open flowers",2020,8,31,244,2459093,3,2020,10,9,283,2459132,3,"-9999",88.05,146.22,93.55,130.93,10.31,0.58,-6.31,0.43,28.76,18.05,7.85,16.72,2020,248,279,32,1
"1035","253550_501_2021",41670,"Backyard ",41.89381,-88.31176,224,"IL",781,"Acer","saccharinum","silver maple","Plantae",253550,501,"Flowers","Open flowers",2021,3,9,68,2459283,-9999,2021,3,9,68,2459283,28,"-9999",348.17,262.95,142.81,132.13,17.22,5.12,-8.6,4,28.64,16.57,-0.08,15.99,2021,68,68,1,NA
"1036","253860_390_2021",41741,"Reid Park Zoo Pollinator Garden",32.20813,-110.921295,760,"AZ",931,"Monarda","fistulosa","wild bergamot","Plantae",253860,390,"Fruits","Ripe fruits",2021,7,5,186,2459401,12,2021,7,5,186,2459401,7,"-9999",328.56,2.17,28.62,16.14,22.55,14.12,3.2,11.27,37.79,32.76,20.98,29.78,2021,186,186,1,NA
"1037","253860_501_2021",41741,"Reid Park Zoo Pollinator Garden",32.20813,-110.921295,760,"AZ",931,"Monarda","fistulosa","wild bergamot","Plantae",253860,501,"Flowers","Open flowers",2021,5,27,147,2459362,5,2021,6,10,161,2459376,13,"-9999",328.56,2.17,28.62,16.14,22.55,14.12,3.2,11.27,37.79,32.76,20.98,29.78,2021,153,153,1,NA
"1038","254336_501_2020",40237,"Fort Valley sunflower",35.232857,-111.661598,2154,"AZ",203,"Helianthus","annuus","common sunflower","Plantae",254336,501,"Flowers","Open flowers",2020,8,25,238,2459087,-9999,2020,9,16,260,2459109,6,"-9999",116.11,131.03,80.31,100.52,10.29,0.36,-6.59,0.39,28.53,17.77,7.6,16.62,2020,238,280,43,1
"1039","255680_501_2021",42007,"My yard",39.789318,-84.890862,294,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",255680,501,"Flowers","Open flowers",2021,7,20,201,2459416,29,2021,9,5,248,2459463,25,"-9999",366.44,254.13,153.68,256.04,17.33,6.25,-5.64,4,28.43,18.27,2.45,17.53,2021,220,220,1,NA
"1040","255680_501_2022",42007,"My yard",39.789318,-84.890862,294,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",255680,501,"Flowers","Open flowers",2022,7,21,202,2459782,44,2022,8,16,228,2459808,33,"-9999",266.39,265.04,306.17,356.93,16.515652173913,7.2656043956044,-6.13933333333333,5.10271739130435,28.7195652173913,18.6817582417582,4.97744444444444,17.2729347826087,2022,202,228,27,NA
"1041","255781_390_2021",42019,"home",46.058804,-118.310844,310,"WA",781,"Acer","saccharinum","silver maple","Plantae",255781,390,"Fruits","Ripe fruits",2021,5,5,125,2459340,14,2021,6,16,167,2459382,21,"-9999",16.73,138.45,184.24,40.31,15.58,5.78,-1,4.01,32.46,19.02,7.05,19.23,2021,98,125,28,1
"1042","255781_390_2022",42019,"home",46.058804,-118.310844,310,"WA",781,"Acer","saccharinum","silver maple","Plantae",255781,390,"Fruits","Ripe fruits",2022,4,13,103,2459683,8,2022,4,13,103,2459683,6,"-9999",117.55,160.03,155.62,237.03,14.2790217391304,6.03186813186813,-2.60933333333333,3.74934782608696,31.0021739130435,18.9293406593407,6.57488888888889,15.2733695652174,NA,NA,NA,NA,NA
"1043","255781_501_2021",42019,"home",46.058804,-118.310844,310,"WA",781,"Acer","saccharinum","silver maple","Plantae",255781,501,"Flowers","Open flowers",2021,4,8,98,2459313,15,2021,4,8,98,2459313,6,"-9999",16.73,138.45,184.24,40.31,15.58,5.78,-1,4.01,32.46,19.02,7.05,19.23,2021,58,76,19,NA
"1044","255781_501_2022",42019,"home",46.058804,-118.310844,310,"WA",781,"Acer","saccharinum","silver maple","Plantae",255781,501,"Flowers","Open flowers",2022,2,26,57,2459637,38,2022,4,5,95,2459675,8,"-9999",117.55,160.03,155.62,237.03,14.2790217391304,6.03186813186813,-2.60933333333333,3.74934782608696,31.0021739130435,18.9293406593407,6.57488888888889,15.2733695652174,2022,95,95,1,NA
"1045","256682_390_2021",42044,"Fish land",41.05518,-86.165627,242,"IN",916,"Lobelia","cardinalis","cardinalflower","Plantae",256682,390,"Fruits","Ripe fruits",2021,8,9,221,2459436,11,2021,8,9,221,2459436,8,"-9999",355.71,168.29,112.52,278.11,16.99,5.34,-6.97,3.48,28.13,17.34,1.02,16.61,2021,221,246,26,1
"1046","256682_501_2021",42044,"Fish land",41.05518,-86.165627,242,"IN",916,"Lobelia","cardinalis","cardinalflower","Plantae",256682,501,"Flowers","Open flowers",2021,7,10,191,2459406,10,2021,7,29,210,2459425,11,"-9999",355.71,168.29,112.52,278.11,16.99,5.34,-6.97,3.48,28.13,17.34,1.02,16.61,2021,196,196,1,NA
"1047","256682_501_2022",42044,"Fish land",41.05518,-86.165627,242,"IN",916,"Lobelia","cardinalis","cardinalflower","Plantae",256682,501,"Flowers","Open flowers",2022,7,7,188,2459768,7,2022,7,22,203,2459783,12,"-9999",267.99,325.55,188.48,233.74,15.6669565217391,7.1810989010989,-7.30366666666667,3.85065217391304,28.3298913043478,18.0058241758242,2.56266666666667,15.8386956521739,2022,203,203,1,NA
"1048","257295_501_2021",42245,"Near back",39.994514,-86.344681,285,"IN",781,"Acer","saccharinum","silver maple","Plantae",257295,501,"Flowers","Open flowers",2021,4,1,91,2459306,-9999,2021,4,1,91,2459306,8,"-9999",275.17,250.75,158.46,271.03,17.67,6.65,-5.79,4.74,28.75,18.25,2.1,17.4,NA,NA,NA,NA,NA
"1049","260677_390_2021",42768,"Home-back",45.501049,-122.780525,117,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",260677,390,"Fruits","Ripe fruits",2021,8,26,238,2459453,8,2021,9,23,266,2459481,14,"-9999",44.43,253.74,517.98,103.29,13.31,7.46,2.37,4.68,27.6,17.37,8.65,17.06,2021,266,266,1,NA
"1050","260677_390_2022",42768,"Home-back",45.501049,-122.780525,117,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",260677,390,"Fruits","Ripe fruits",2022,9,16,259,2459839,16,2022,9,16,259,2459839,5,"-9999",100.6,425.05,423.09,365.93,13.2144565217391,7.74593406593407,1.43911111111111,4.79967391304348,26.5955434782609,17.057032967033,8.38255555555556,14.3407608695652,2022,259,279,21,1
"1051","260677_501_2021",42768,"Home-back",45.501049,-122.780525,117,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",260677,501,"Flowers","Open flowers",2021,7,2,183,2459398,9,2021,7,8,189,2459404,8,"-9999",44.43,253.74,517.98,103.29,13.31,7.46,2.37,4.68,27.6,17.37,8.65,17.06,2021,216,216,1,NA
"1052","260677_501_2022",42768,"Home-back",45.501049,-122.780525,117,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",260677,501,"Flowers","Open flowers",2022,8,1,213,2459793,11,2022,8,1,213,2459793,23,"-9999",100.6,425.05,423.09,365.93,13.2144565217391,7.74593406593407,1.43911111111111,4.79967391304348,26.5955434782609,17.057032967033,8.38255555555556,14.3407608695652,2022,213,213,1,NA
"1053","261385_501_2021",42878,"The field next door to my house",42.904861,-78.809235,192,"NY",781,"Acer","saccharinum","silver maple","Plantae",261385,501,"Flowers","Open flowers",2021,4,26,116,2459331,1,2021,4,26,116,2459331,-9999,"-9999",313.56,299.83,192.58,173.21,17.07,7.01,-5.15,3.08,27.05,16.61,1.4,14.56,2021,116,116,1,NA
"1054","262995_390_2021",43116,"Wabashiki Trail",39.465031,-87.443466,142,"IN",781,"Acer","saccharinum","silver maple","Plantae",262995,390,"Fruits","Ripe fruits",2021,4,23,113,2459328,3,2021,4,23,113,2459328,22,"-9999",431.03,279.79,199.73,305.36,18.53,6.82,-5.22,6.04,29.64,19.7,3.47,18.58,2021,113,113,1,NA
"1055","262998_501_2021",43116,"Wabashiki Trail",39.465031,-87.443466,142,"IN",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",262998,501,"Flowers","Open flowers",2021,7,18,199,2459414,8,2021,7,18,199,2459414,4,"-9999",431.03,279.79,199.73,305.36,18.53,6.82,-5.22,6.04,29.64,19.7,3.47,18.58,NA,NA,NA,NA,NA
"1056","263002_501_2021",43116,"Wabashiki Trail",39.465031,-87.443466,142,"IN",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",263002,501,"Flowers","Open flowers",2021,7,18,199,2459414,8,2021,7,18,199,2459414,4,"-9999",431.03,279.79,199.73,305.36,18.53,6.82,-5.22,6.04,29.64,19.7,3.47,18.58,2021,199,199,1,NA
"1057","263003_390_2021",43116,"Wabashiki Trail",39.465031,-87.443466,142,"IN",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",263003,390,"Fruits","Ripe fruits",2021,9,25,268,2459483,13,2021,9,25,268,2459483,13,"-9999",431.03,279.79,199.73,305.36,18.53,6.82,-5.22,6.04,29.64,19.7,3.47,18.58,2021,268,268,1,NA
"1058","263003_501_2021",43116,"Wabashiki Trail",39.465031,-87.443466,142,"IN",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",263003,501,"Flowers","Open flowers",2021,7,18,199,2459414,8,2021,7,18,199,2459414,4,"-9999",431.03,279.79,199.73,305.36,18.53,6.82,-5.22,6.04,29.64,19.7,3.47,18.58,2021,199,199,1,NA
"1059","263013_390_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,113,113,1,NA
"1060","263191_501_2021",43193,"Back yard",39.073502,-77.170197,125,"MD",781,"Acer","saccharinum","silver maple","Plantae",263191,501,"Flowers","Open flowers",2021,3,11,70,2459285,-9999,2021,3,11,70,2459285,-9999,"-9999",441.15,298.3,328.87,217.05,19.14,9.42,-2,6.61,29.71,19.87,6,18.79,2021,70,70,1,NA
"1061","263593_390_2021",37845,"My backyard",41.799072,-88.024521,225,"IL",781,"Acer","saccharinum","silver maple","Plantae",263593,390,"Fruits","Ripe fruits",2021,5,12,132,2459347,9,2021,6,15,166,2459381,11,"-9999",275.95,254.1,176.1,159.44,17.88,5.95,-7.62,4.53,28.52,16.98,0.4,16,2021,140,157,18,1
"1062","263593_501_2021",37845,"My backyard",41.799072,-88.024521,225,"IL",781,"Acer","saccharinum","silver maple","Plantae",263593,501,"Flowers","Open flowers",2021,3,11,70,2459285,-9999,2021,4,3,93,2459308,6,"-9999",275.95,254.1,176.1,159.44,17.88,5.95,-7.62,4.53,28.52,16.98,0.4,16,2021,85,93,9,NA
"1063","263595_390_2021",37845,"My backyard",41.799072,-88.024521,225,"IL",781,"Acer","saccharinum","silver maple","Plantae",263595,390,"Fruits","Ripe fruits",2021,5,20,140,2459355,8,2021,5,20,140,2459355,9,"-9999",275.95,254.1,176.1,159.44,17.88,5.95,-7.62,4.53,28.52,16.98,0.4,16,2021,140,140,1,NA
"1064","263595_501_2021",37845,"My backyard",41.799072,-88.024521,225,"IL",781,"Acer","saccharinum","silver maple","Plantae",263595,501,"Flowers","Open flowers",2021,3,11,70,2459285,-9999,2021,4,3,93,2459308,6,"-9999",275.95,254.1,176.1,159.44,17.88,5.95,-7.62,4.53,28.52,16.98,0.4,16,2021,85,93,9,NA
"1065","264124_501_2021",43107,"Quillin yard",38.21434,-75.192291,2,"MD",781,"Acer","saccharinum","silver maple","Plantae",264124,501,"Flowers","Open flowers",2021,3,12,71,2459286,-9999,2021,3,27,86,2459301,10,"-9999",396.14,432.51,459.41,232.01,20.39,12.24,0.22,7.87,28.91,21.55,8.57,18.88,NA,NA,NA,NA,NA
"1066","264323_501_2021",43067,"Apartment",44.974731,-93.158745,275,"MN",781,"Acer","saccharinum","silver maple","Plantae",264323,501,"Flowers","Open flowers",2021,3,11,70,2459285,3,2021,3,31,90,2459305,5,"-9999",220.51,119.05,52.72,232.64,17.27,3.11,-11.53,3.22,29.14,12.96,-3.06,14.47,2021,72,94,23,NA
"1067","264360_501_2022",43327,"Fresh Pond P7 - Tree Pheno",42.386902,-71.146004,0,"MA",781,"Acer","saccharinum","silver maple","Plantae",264360,501,"Flowers","Open flowers",2022,4,18,108,2459688,7,2022,4,18,108,2459688,7,"MultiObserver-StatusConflict",141.53,464.3,280.98,187.12,16.6795652173913,8.08076923076923,-5.49244444444444,4.43521739130435,29.2690217391304,18.4998901098901,5.10177777777778,16.1001086956522,2022,108,108,1,NA
"1068","265389_501_2021",43481,"Bethlehem Farm",37.709557,-80.732712,652,"WV",781,"Acer","saccharinum","silver maple","Plantae",265389,501,"Flowers","Open flowers",2021,3,21,80,2459295,-9999,2021,3,21,80,2459295,-9999,"-9999",346.99,233.8,334.46,223.47,15.39,6.4,-4.38,3.28,28.07,18.94,4.98,18.2,2021,80,80,1,NA
"1069","265444_501_2021",43498,"Hessney Trees",42.349716,-71.12429,13,"MA",781,"Acer","saccharinum","silver maple","Plantae",265444,501,"Flowers","Open flowers",2021,3,22,81,2459296,-9999,2021,3,27,86,2459301,-9999,"-9999",578.93,302.51,316.12,324.51,17.39,6.99,-4.46,3.92,27.76,18.64,4.09,15.96,2021,83,85,3,NA
"1070","265750_390_2021",39847,"Home",44.936382,-93.208626,249,"MN",203,"Helianthus","annuus","common sunflower","Plantae",265750,390,"Fruits","Ripe fruits",2021,7,12,193,2459408,2,2021,10,19,292,2459507,-9999,"-9999",243.87,118.68,56.86,224.89,17.63,3.46,-11.12,3.61,29.48,13.2,-2.76,14.8,2021,251,292,42,NA
"1071","265750_390_2022",39847,"Home",44.936382,-93.208626,249,"MN",203,"Helianthus","annuus","common sunflower","Plantae",265750,390,"Fruits","Ripe fruits",2022,8,17,229,2459809,10,2022,9,28,271,2459851,-9999,"-9999",153.44,126.38,81.74,285.63,17.0046739130435,6.00824175824176,-14.6386666666667,1.57641304347826,28.0576086956522,16.3510989010989,-3.53833333333333,11.5285869565217,2022,261,271,11,NA
"1072","265750_501_2021",39847,"Home",44.936382,-93.208626,249,"MN",203,"Helianthus","annuus","common sunflower","Plantae",265750,501,"Flowers","Open flowers",2021,6,12,163,2459378,1,2021,10,19,292,2459507,-9999,"-9999",243.87,118.68,56.86,224.89,17.63,3.46,-11.12,3.61,29.48,13.2,-2.76,14.8,2021,193,292,100,1
